type,question,options,answer,tone,difficulty
MULTI-SELECT,What types of documentation are you comfortable creating?,User manuals; Technical specifications; API documentation; Design documents; Test plans,User manuals,concise,short
MULTI-SELECT,What types of documentation are you comfortable creating?,User manuals; Technical specifications; API documentation; Design documents; Test plans,User manuals,explanatory,short
MULTI-SELECT,What types of employee benefits does your company offer?,Health insurance; Retirement plan; Paid time off; Tuition reimbursement; Child care assistance,Health insurance is a type of employee benefit,colloquial,short
MULTI-SELECT,What types of employee benefits does your company offer?,Health insurance; Retirement plan; Paid time off; Tuition reimbursement; Child care assistance,Health insurance is a type of employee benefit,explanatory,short
MULTI-SELECT,What types of events do you typically attend?,Conferences; Trade shows; Seminars; Workshops; Networking events,I typically attend networking events,verbose,short
MULTI-SELECT,What types of events do you typically attend?,Conferences; Trade shows; Seminars; Workshops; Networking events,I typically attend networking events,concise,short
MULTI-SELECT,What types of events do you typically attend?,Conferences; Trade shows; Seminars; Workshops; Networking events,I typically attend networking events,colloquial,short
MULTI-SELECT,What types of events do you typically attend?,Conferences; Trade shows; Seminars; Workshops; Networking events,I typically attend networking events,explanatory,short
MULTI-SELECT,What types of events do you typically attend?,Conferences; Trade shows; Seminars; Workshops; Networking events,I typically attend networking events,annoyed,short
MULTI-SELECT,What types of heavy machinery do you utilize?,Bulldozers; Excavator; Cranes; Forklifts; Heavy-duty trucks,Forklifts,verbose,short
MULTI-SELECT,What types of heavy machinery do you utilize?,Bulldozers; Excavator; Cranes; Forklifts; Heavy-duty trucks,Forklifts,concise,short
MULTI-SELECT,What types of heavy machinery do you utilize?,Bulldozers; Excavator; Cranes; Forklifts; Heavy-duty trucks,Forklifts,colloquial,short
MULTI-SELECT,What types of heavy machinery do you utilize?,Bulldozers; Excavator; Cranes; Forklifts; Heavy-duty trucks,Forklifts,annoyed,short
MULTI-SELECT,What types of industrial automation systems do you use?,Programmable Logic Controllers (PLCs); Supervisory Control and Data Acquisition (SCADA); Distributed Control Systems (DCS); Human-Machine Interfaces (HMIs); Industrial Ethernet,Industrial Ethernet,concise,short
MULTI-SELECT,What types of industrial automation systems do you use?,Programmable Logic Controllers (PLCs); Supervisory Control and Data Acquisition (SCADA); Distributed Control Systems (DCS); Human-Machine Interfaces (HMIs); Industrial Ethernet,Industrial Ethernet,explanatory,short
MULTI-SELECT,What types of industrial automation systems do you use?,Programmable Logic Controllers (PLCs); Supervisory Control and Data Acquisition (SCADA); Distributed Control Systems (DCS); Human-Machine Interfaces (HMIs); Industrial Ethernet,I use Distributed Control Systems DCS,annoyed,short
MULTI-SELECT,What types of maintenance strategies do you employ?,Preventive maintenance; Predictive maintenance; Corrective maintenance; Condition-based maintenance; Total productive maintenance (TPM),Preventive maintenance,verbose,short
MULTI-SELECT,What types of maintenance strategies do you employ?,Preventive maintenance; Predictive maintenance; Corrective maintenance; Condition-based maintenance; Total productive maintenance (TPM),Preventive maintenance,concise,short
MULTI-SELECT,What types of maintenance strategies do you employ?,Preventive maintenance; Predictive maintenance; Corrective maintenance; Condition-based maintenance; Total productive maintenance (TPM),Preventive maintenance,colloquial,short
MULTI-SELECT,What types of maintenance strategies do you employ?,Preventive maintenance; Predictive maintenance; Corrective maintenance; Condition-based maintenance; Total productive maintenance (TPM),Preventive maintenance,explanatory,short
MULTI-SELECT,What types of maintenance strategies do you employ?,Preventive maintenance; Predictive maintenance; Corrective maintenance; Condition-based maintenance; Total productive maintenance (TPM),Preventive maintenance,annoyed,short
MULTI-SELECT,What types of marketing channels does your company use?,Digital marketing; Social media marketing; Email marketing; Content marketing; Traditional marketing,Traditional marketing,concise,short
MULTI-SELECT,What types of projects are you interested in?,Web development; Mobile app development; Data science; Machine learning; Artificial intelligence; Game development; Software engineering,Software engineering,verbose,short
MULTI-SELECT,What types of projects are you interested in?,Web development; Mobile app development; Data science; Machine learning; Artificial intelligence; Game development; Software engineering,I am interested in Software Engineering,concise,short
MULTI-SELECT,What types of projects are you interested in?,Web development; Mobile app development; Data science; Machine learning; Artificial intelligence; Game development; Software engineering,I am interested in Software Engineering,colloquial,short
MULTI-SELECT,What types of projects are you interested in?,Web development; Mobile app development; Data science; Machine learning; Artificial intelligence; Game development; Software engineering,Software engineering,explanatory,short
MULTI-SELECT,What types of projects are you interested in?,Web development; Mobile app development; Data science; Machine learning; Artificial intelligence; Game development; Software engineering,I am interested in Software engineering,annoyed,short
MULTI-SELECT,What types of quality certifications do you hold?,ISO 9001; ISO 14001; OHSAS 18001; ISO 27001; Industry-specific certifications,ISO 9001,verbose,short
MULTI-SELECT,What types of quality certifications do you hold?,ISO 9001; ISO 14001; OHSAS 18001; ISO 27001; Industry-specific certifications,ISO 9001,concise,short
MULTI-SELECT,What types of quality certifications do you hold?,ISO 9001; ISO 14001; OHSAS 18001; ISO 27001; Industry-specific certifications,ISO 9001,colloquial,short
MULTI-SELECT,What types of quality certifications do you hold?,ISO 9001; ISO 14001; OHSAS 18001; ISO 27001; Industry-specific certifications,ISO 9001,explanatory,short
MULTI-SELECT,What types of quality certifications do you hold?,ISO 9001; ISO 14001; OHSAS 18001; ISO 27001; Industry-specific certifications,ISO 9001,annoyed,short
MULTI-SELECT,What types of quality control measures do you employ?,Regular inspections; Testing; Statistical process control (SPC); ISO 9001 certification; Six Sigma methodology,Regular inspections,verbose,short
MULTI-SELECT,What types of quality control measures do you employ?,Regular inspections; Testing; Statistical process control (SPC); ISO 9001 certification; Six Sigma methodology,Regular inspections,annoyed,short
MULTI-SELECT,What types of research and development activities are you undertaking?,Process improvement; New product development; Sustainability initiatives; Automation technology; Materials science,I am undertaking New product development,verbose,short
MULTI-SELECT,What types of research and development activities are you undertaking?,Process improvement; New product development; Sustainability initiatives; Automation technology; Materials science,I am undertaking new product development,concise,short
MULTI-SELECT,What types of research and development activities are you undertaking?,Process improvement; New product development; Sustainability initiatives; Automation technology; Materials science,I am undertaking new product development,colloquial,short
MULTI-SELECT,What types of research and development activities are you undertaking?,Process improvement; New product development; Sustainability initiatives; Automation technology; Materials science,New product development,explanatory,short
MULTI-SELECT,What types of research and development activities are you undertaking?,Process improvement; New product development; Sustainability initiatives; Automation technology; Materials science,I am undertaking new product development,annoyed,short
MULTI-SELECT,What types of research and development activities does your company undertake?,Basic research; Applied research; Development; Innovation; Technology transfer,Applied research,verbose,short
MULTI-SELECT,What types of research and development activities does your company undertake?,Basic research; Applied research; Development; Innovation; Technology transfer,Applied research,concise,short
MULTI-SELECT,What types of research and development activities does your company undertake?,Basic research; Applied research; Development; Innovation; Technology transfer,Applied research,colloquial,short
MULTI-SELECT,What types of research and development activities does your company undertake?,Basic research; Applied research; Development; Innovation; Technology transfer,Applied research,explanatory,short
MULTI-SELECT,What types of research and development activities does your company undertake?,Basic research; Applied research; Development; Innovation; Technology transfer,Applied research,annoyed,short
MULTI-SELECT,What types of sales reports are most valuable to your team?,Sales pipeline reports; Lead conversion reports; Sales forecast reports; Sales performance reports; Customer segmentation reports,Sales performance reports,concise,short
MULTI-SELECT,What types of sales tools and technologies does your team currently use?,CRM software; Sales automation tools; Sales intelligence platforms; Proposal software; Communication and collaboration tools,CRM software is the most common sales tool,concise,short
MULTI-SELECT,What types of sales training do your sales reps need?,Product knowledge training; Sales techniques training; Customer relationship management (CRM) training; Negotiation skills training; Closing skills training,Sales techniques training,verbose,short
MULTI-SELECT,What types of sales training do your sales reps need?,Product knowledge training; Sales techniques training; Customer relationship management (CRM) training; Negotiation skills training; Closing skills training,Sales techniques training,concise,short
MULTI-SELECT,What types of sales training do your sales reps need?,Product knowledge training; Sales techniques training; Customer relationship management (CRM) training; Negotiation skills training; Closing skills training,Sales techniques training,explanatory,short
MULTI-SELECT,What types of sales training do your sales reps need?,Product knowledge training; Sales techniques training; Customer relationship management (CRM) training; Negotiation skills training; Closing skills training,Sales techniques training,annoyed,short
MULTI-SELECT,What types of software architectures are you familiar with?,Microservices; Monolithic; Layered; Event-driven,Microservices,verbose,short
MULTI-SELECT,What types of software architectures are you familiar with?,Microservices; Monolithic; Layered; Event-driven,Microservices,concise,short
MULTI-SELECT,What types of software architectures are you familiar with?,Microservices; Monolithic; Layered; Event-driven,Microservices is a type of software architecture,colloquial,short
MULTI-SELECT,What types of software development environments have you worked in?,Agile; Waterfall; DevOps; Continuous integration/continuous delivery (CI/CD),Ive worked in Agile DevOps and CICD,colloquial,short
MULTI-SELECT,What types of software development environments have you worked in?,Agile; Waterfall; DevOps; Continuous integration/continuous delivery (CI/CD),Ive worked in Agile DevOps and CICD,annoyed,short
MULTI-SELECT,What types of software development methodologies have you experienced?,Agile; Waterfall; Lean; Kanban; Scrum,Ive experienced Agile Waterfall Lean and Scrum,verbose,short
MULTI-SELECT,What types of software development methodologies have you experienced?,Agile; Waterfall; Lean; Kanban; Scrum,Agile,concise,short
MULTI-SELECT,What types of software development methodologies have you experienced?,Agile; Waterfall; Lean; Kanban; Scrum,I have experienced Agile Waterfall Lean and Scrum,colloquial,short
MULTI-SELECT,What types of software development projects have you worked on?,Web applications; Mobile applications; Desktop applications; Embedded systems; Data science projects,I have worked on Embedded systems,concise,short
MULTI-SELECT,What types of software development projects have you worked on?,Web applications; Mobile applications; Desktop applications; Embedded systems; Data science projects,I have worked on Embedded systems,colloquial,short
MULTI-SELECT,What types of software development projects have you worked on?,Web applications; Mobile applications; Desktop applications; Embedded systems; Data science projects,I have worked on Embedded systems,annoyed,short
MULTI-SELECT,What types of software do you use for production planning and scheduling?,SAP PP; Oracle Production Planning; Microsoft Dynamics 365 for Finance and Operations; Infor LN; Epicor ERP,Microsoft Dynamics 365 for Finance and Operations,verbose,short
MULTI-SELECT,What types of software do you use for production planning and scheduling?,SAP PP; Oracle Production Planning; Microsoft Dynamics 365 for Finance and Operations; Infor LN; Epicor ERP,Microsoft Dynamics 365 for Finance and Operations,concise,short
MULTI-SELECT,What types of software do you use for production planning and scheduling?,SAP PP; Oracle Production Planning; Microsoft Dynamics 365 for Finance and Operations; Infor LN; Epicor ERP,Microsoft Dynamics 365 for Finance and Operations,colloquial,short
MULTI-SELECT,What types of software do you use for production planning and scheduling?,SAP PP; Oracle Production Planning; Microsoft Dynamics 365 for Finance and Operations; Infor LN; Epicor ERP,Microsoft Dynamics 365 for Finance and Operations,explanatory,short
MULTI-SELECT,What types of software do you use for production planning and scheduling?,SAP PP; Oracle Production Planning; Microsoft Dynamics 365 for Finance and Operations; Infor LN; Epicor ERP,Microsoft Dynamics 365 for Finance and Operations,annoyed,short
MULTI-SELECT,What types of software licenses are you familiar with?,GPL; MIT; Apache 2.0; BSD; Proprietary,GPL is a type of software license,verbose,short
MULTI-SELECT,What types of software licenses are you familiar with?,GPL; MIT; Apache 2.0; BSD; Proprietary,GPL is a type of software license,concise,short
MULTI-SELECT,What types of software licenses are you familiar with?,GPL; MIT; Apache 2.0; BSD; Proprietary,GPL is the most common license,explanatory,short
MULTI-SELECT,What types of software licenses are you familiar with?,GPL; MIT; Apache 2.0; BSD; Proprietary,GPL is the most common type of software license,annoyed,short
MULTI-SELECT,What types of technology does your company use?,Cloud computing; Big data analytics; Artificial intelligence; Machine learning; Internet of Things (IoT),IoT,concise,short
MULTI-SELECT,What types of technology does your company use?,Cloud computing; Big data analytics; Artificial intelligence; Machine learning; Internet of Things (IoT),IoT,explanatory,short
MULTI-SELECT,What types of testing frameworks have you used?,JUnit; Pytest; Jest; Mocha,Jest is a testing framework,verbose,short
MULTI-SELECT,What types of testing frameworks have you used?,JUnit; Pytest; Jest; Mocha,Jest is a testing framework,concise,short
MULTI-SELECT,What types of testing frameworks have you used?,JUnit; Pytest; Jest; Mocha,JUnit is the most popular testing framework,colloquial,short
MULTI-SELECT,What types of testing frameworks have you used?,JUnit; Pytest; Jest; Mocha,JUnit,explanatory,short
MULTI-SELECT,What types of testing frameworks have you used?,JUnit; Pytest; Jest; Mocha,Jest is a testing framework,annoyed,short
MULTI-SELECT,What types of testing have you performed?,Functional testing; Performance testing; Security testing; Usability testing; Regression testing,Functional testing,verbose,short
MULTI-SELECT,What types of testing have you performed?,Functional testing; Performance testing; Security testing; Usability testing; Regression testing,I have performed functional testing,concise,short
MULTI-SELECT,What types of testing have you performed?,Functional testing; Performance testing; Security testing; Usability testing; Regression testing,I have performed functional testing,explanatory,short
MULTI-SELECT,What types of training programs are you interested in?,Technical skills training; Leadership training; Management training; Communication skills training; Sales training,Communication skills training,verbose,short
MULTI-SELECT,What types of training programs are you interested in?,Technical skills training; Leadership training; Management training; Communication skills training; Sales training,I am interested in Communication skills training,concise,short
MULTI-SELECT,What types of training programs are you interested in?,Technical skills training; Leadership training; Management training; Communication skills training; Sales training,I am interested in Communication skills training,explanatory,short
MULTI-SELECT,What types of training programs are you interested in?,Technical skills training; Leadership training; Management training; Communication skills training; Sales training,I am interested in communication skills training,annoyed,short
MULTI-SELECT,What version control systems have you used?,Git; SVN; Mercurial,SVN,verbose,short
MULTI-SELECT,What version control systems have you used?,Git; SVN; Mercurial,SVN,concise,short
MULTI-SELECT,What version control systems have you used?,Git; SVN; Mercurial,SVN,colloquial,short
MULTI-SELECT,What version control systems have you used?,Git; SVN; Mercurial,SVN,explanatory,short
MULTI-SELECT,What version control systems have you used?,Git; SVN; Mercurial,SVN,annoyed,short
MULTI-SELECT,Which marketing channels are you currently using?,Social Media Marketing; Email Marketing; Search Engine Optimization (SEO); Pay-Per-Click (PPC) Advertising; Content Marketing; Affiliate Marketing,Social Media Marketing,verbose,short
MULTI-SELECT,Which marketing channels are you currently using?,Social Media Marketing; Email Marketing; Search Engine Optimization (SEO); Pay-Per-Click (PPC) Advertising; Content Marketing; Affiliate Marketing,Affiliate Marketing,concise,short
MULTI-SELECT,Which marketing channels are you currently using?,Social Media Marketing; Email Marketing; Search Engine Optimization (SEO); Pay-Per-Click (PPC) Advertising; Content Marketing; Affiliate Marketing,Social Media Marketing,colloquial,short
MULTI-SELECT,Which marketing channels are you currently using?,Social Media Marketing; Email Marketing; Search Engine Optimization (SEO); Pay-Per-Click (PPC) Advertising; Content Marketing; Affiliate Marketing,Affiliate Marketing,explanatory,short
MULTI-SELECT,Which marketing channels are you currently using?,Social Media Marketing; Email Marketing; Search Engine Optimization (SEO); Pay-Per-Click (PPC) Advertising; Content Marketing; Affiliate Marketing,Social Media Marketing,annoyed,short
MULTI-SELECT,Which of these industries do your target customers operate in?,Healthcare; Finance; Technology; Education; Retail; Manufacturing,Technology,verbose,short
MULTI-SELECT,Which of these industries do your target customers operate in?,Healthcare; Finance; Technology; Education; Retail; Manufacturing,Technology,concise,short
MULTI-SELECT,Which of these industries do your target customers operate in?,Healthcare; Finance; Technology; Education; Retail; Manufacturing,Technology,explanatory,short
MULTI-SELECT,Which of these industries do your target customers operate in?,Healthcare; Finance; Technology; Education; Retail; Manufacturing,Technology,annoyed,short
MULTI-SELECT,Which operating systems do you use regularly?,Windows; macOS; Linux; Android; iOS,I use Windows,verbose,short
MULTI-SELECT,Which operating systems do you use regularly?,Windows; macOS; Linux; Android; iOS,I use macOS,concise,short
MULTI-SELECT,Which operating systems do you use regularly?,Windows; macOS; Linux; Android; iOS,I use macOS,colloquial,short
MULTI-SELECT,Which operating systems do you use regularly?,Windows; macOS; Linux; Android; iOS,I use Windows,explanatory,short
MULTI-SELECT,Which operating systems do you use regularly?,Windows; macOS; Linux; Android; iOS,I use Windows,annoyed,short
MULTI-SELECT,What are your key strategies for attracting and retaining skilled workers?,Competitive compensation and benefits; Training and development opportunities; Opportunities for career advancement; Positive work environment; Employee recognition programs,Competitive compensation and benefits,verbose,short
MULTI-SELECT,What are your key strategies for attracting and retaining skilled workers?,Competitive compensation and benefits; Training and development opportunities; Opportunities for career advancement; Positive work environment; Employee recognition programs,Competitive compensation and benefits,concise,short
MULTI-SELECT,What are your key strategies for attracting and retaining skilled workers?,Competitive compensation and benefits; Training and development opportunities; Opportunities for career advancement; Positive work environment; Employee recognition programs,Competitive compensation and benefits,colloquial,short
MULTI-SELECT,What are your key strategies for attracting and retaining skilled workers?,Competitive compensation and benefits; Training and development opportunities; Opportunities for career advancement; Positive work environment; Employee recognition programs,Competitive compensation and benefits,explanatory,short
MULTI-SELECT,What are your key strategies for attracting and retaining skilled workers?,Competitive compensation and benefits; Training and development opportunities; Opportunities for career advancement; Positive work environment; Employee recognition programs,Competitive compensation and benefits,annoyed,short
MULTI-SELECT,What are your primary business goals for the next quarter?,Increase revenue by 10%; Expand into new markets; Improve customer retention; Launch a new product or service; Reduce operational costs,Increase revenue by 10,verbose,short
MULTI-SELECT,What are your primary business goals for the next quarter?,Increase revenue by 10%; Expand into new markets; Improve customer retention; Launch a new product or service; Reduce operational costs,Increase revenue by 10,concise,short
MULTI-SELECT,What are your primary business goals for the next quarter?,Increase revenue by 10%; Expand into new markets; Improve customer retention; Launch a new product or service; Reduce operational costs,Increase revenue by 10,colloquial,short
MULTI-SELECT,What are your primary business goals for the next quarter?,Increase revenue by 10%; Expand into new markets; Improve customer retention; Launch a new product or service; Reduce operational costs,Increase revenue by 10,explanatory,short
MULTI-SELECT,What are your primary business goals for the next quarter?,Increase revenue by 10%; Expand into new markets; Improve customer retention; Launch a new product or service; Reduce operational costs,Increase revenue by 10,annoyed,short
MULTI-SELECT,Which heavy industrial processes are you involved in?,Steel production; Oil refining; Cement manufacturing; Mining; Chemical processing,Chemical processing,concise,short
MULTI-SELECT,Which social media platforms do you use for marketing?,Facebook; Instagram; Twitter; LinkedIn; TikTok; YouTube,I use LinkedIn for marketing,verbose,short
MULTI-SELECT,Which social media platforms do you use for marketing?,Facebook; Instagram; Twitter; LinkedIn; TikTok; YouTube,I use LinkedIn for marketing,concise,short
MULTI-SELECT,Which social media platforms do you use for marketing?,Facebook; Instagram; Twitter; LinkedIn; TikTok; YouTube,I use LinkedIn for marketing,colloquial,short
MULTI-SELECT,Which social media platforms do you use for marketing?,Facebook; Instagram; Twitter; LinkedIn; TikTok; YouTube,TikTok is my favorite social media platform,explanatory,short
MULTI-SELECT,Which social media platforms do you use for marketing?,Facebook; Instagram; Twitter; LinkedIn; TikTok; YouTube,I use LinkedIn for marketing,annoyed,short
DATE,On what date did the project officially commence? Provide a date.,['Date'],The project officially began on October 1 2006,verbose,short
DATE,On what date did the project officially commence? Provide a date.,['Date'],The project officially began on October 1 2001,concise,short
DATE,On what date did the project officially commence? Provide a date.,['Date'],The project officially began on January 1 2006,colloquial,short
DATE,On what date did the project officially commence? Provide a date.,['Date'],The project officially began on January 1 2006,explanatory,short
DATE,On what date did the project officially commence? Provide a date.,['Date'],The project officially began on March 1 2019,annoyed,short
DATE,On what date was the training session conducted? Provide a date.,['Date'],The training session was held on March 2001,verbose,short
DATE,On what date was the training session conducted? Provide a date.,['Date'],The training session was held on October 30 2015,concise,short
DATE,On what date was the training session conducted? Provide a date.,['Date'],The training session was held on January 30 2018,colloquial,short
DATE,On what date was the training session conducted? Provide a date.,['Date'],The training session was held on October 30 2017,explanatory,short
DATE,On what date was the training session conducted? Provide a date.,['Date'],The training session was held on October 10 2001,annoyed,short
DATE,What date did the equipment malfunction?,['Date'],The equipment malfunctioned on January 1999,verbose,short
DATE,What date did the equipment malfunction?,['Date'],The equipment malfunctioned on December 31 1998,concise,short
DATE,What date did the equipment malfunction?,['Date'],The equipment malfunctioned on January 23 2004,colloquial,short
DATE,What date did the equipment malfunction?,['Date'],The equipment malfunctioned on January 1 2001,explanatory,short
DATE,What date did the equipment malfunction?,['Date'],The equipment malfunctioned on December 7 2009,annoyed,short
DATE,What date did the initial deployment occur? Provide a date.,['Date'],The initial deployment began on September 11 2001,verbose,short
DATE,What date did the initial deployment occur? Provide a date.,['Date'],The initial deployment began on October 1 2001,colloquial,short
DATE,What date did the initial deployment occur? Provide a date.,['Date'],The initial deployment began on November 3 2001,explanatory,short
DATE,What date did the initial deployment occur? Provide a date.,['Date'],The initial deployment began on February 1 2001,annoyed,short
DATE,What date did the issue begin? Provide a date.,['Date'],The issue began on January 1 2001,concise,short
DATE,What date did the issue begin? Provide a date.,['Date'],The issue began on September 29 2001,colloquial,short
DATE,What date did the issue begin? Provide a date.,['Date'],The issue began on November 2000,explanatory,short
DATE,What date did the issue begin? Provide a date.,['Date'],I dont know,annoyed,short
DATE,What date did the order ship? Provide a date.,['Date'],The order was shipped on December 15 2001,verbose,short
DATE,What date did the order ship? Provide a date.,['Date'],The order was shipped on May 15 2001,concise,short
DATE,What date did the order ship? Provide a date.,['Date'],The order was shipped on October 31 2001,colloquial,short
DATE,What date did the order ship? Provide a date.,['Date'],The order was shipped on December 15 2012,explanatory,short
DATE,What date did the order ship? Provide a date.,['Date'],The order was shipped on May 29 2001,annoyed,short
DATE,What date did the permit expire? Provide a date.,['Date'],The permit expired on July 1 2017,verbose,short
DATE,What date did the permit expire? Provide a date.,['Date'],The permit expired on January 1 2001,concise,short
DATE,What date did the permit expire? Provide a date.,['Date'],The permit expires on July 1 2018,colloquial,short
DATE,What date did the permit expire? Provide a date.,['Date'],The permit expires on December 31 2018,explanatory,short
DATE,What date did the permit expire? Provide a date.,['Date'],The permit expires on January 1 2020,annoyed,short
DATE,What date did the technical issue arise? Provide a date.,['Date'],The issue was a technical one,verbose,short
DATE,What date did the technical issue arise? Provide a date.,['Date'],The issue was a technical one,concise,short
DATE,What date did the technical issue arise? Provide a date.,['Date'],The issue was resolved on March 15 2017,colloquial,short
DATE,What date did the technical issue arise? Provide a date.,['Date'],The issue was a technical one,explanatory,short
DATE,What date did the technical issue arise? Provide a date.,['Date'],The problem was resolved on March 30 2001,annoyed,short
DATE,What date did the training begin for the new software? Provide a date.,['Date'],The training began on January 1 2001,verbose,short
DATE,What date did the training begin for the new software? Provide a date.,['Date'],The training began on January 1 2001,concise,short
DATE,What date did the training begin for the new software? Provide a date.,['Date'],The training began on January 1st,colloquial,short
DATE,What date did the training begin for the new software? Provide a date.,['Date'],The training began on January 1 2002,explanatory,short
DATE,What date did the training begin for the new software? Provide a date.,['Date'],The training began on April 1 2001,annoyed,short
DATE,What date did the training session conclude? Provide a date.,['Date'],The training session concluded on March 18 2019,verbose,short
DATE,What date did the training session conclude? Provide a date.,['Date'],The training session ended on March 30 2018,concise,short
DATE,What date did the training session conclude? Provide a date.,['Date'],The training session ended on March 23 2018,colloquial,short
DATE,What date did the training session conclude? Provide a date.,['Date'],The training session ended on March 2018,annoyed,short
DATE,What date did you attend the webinar? Provide a date.,['Date'],I attended the webinar on January 10 2001,verbose,short
DATE,What date did you attend the webinar? Provide a date.,['Date'],I attended the webinar on February 18 2001,concise,short
DATE,What date did you attend the webinar? Provide a date.,['Date'],I attended the webinar on Thursday,explanatory,short
DATE,What date did you attend the webinar? Provide a date.,['Date'],I attended the webinar on March 18 2001,annoyed,short
DATE,What date did you receive the notification about your test results? Provide a date.,['Date'],I received the notification on October 1 2001,verbose,short
DATE,What date did you receive the notification about your test results? Provide a date.,['Date'],I received my test results on April 15 2017,concise,short
DATE,What date did you receive the notification about your test results? Provide a date.,['Date'],I received the notification on March 15 2015,colloquial,short
DATE,What date did you receive the notification about your test results? Provide a date.,['Date'],I received the notification on March 6 2015,explanatory,short
DATE,What date did you receive the notification about your test results? Provide a date.,['Date'],I received the notification on February 1 2001,annoyed,short
DATE,What date did you start feeling unwell? Provide a date.,['Date'],I started feeling unwell on January 1 2001,verbose,short
DATE,What date did you start feeling unwell? Provide a date.,['Date'],I started feeling unwell on February 7 2009,concise,short
DATE,What date did you start feeling unwell? Provide a date.,['Date'],I started feeling unwell on January 1,colloquial,short
DATE,What date did you start feeling unwell? Provide a date.,['Date'],I started feeling unwell on January 1983,explanatory,short
DATE,What date did you start feeling unwell? Provide a date.,['Date'],I started feeling unwell on February 15 2013,annoyed,short
DATE,What date is the company anniversary? Provide a date.,['Date'],The companys anniversary is on May 31st,verbose,short
DATE,What date is the company anniversary? Provide a date.,['Date'],The companys anniversary is on October 31st,concise,short
DATE,What date is the company anniversary? Provide a date.,['Date'],The companys anniversary is on June 30th,colloquial,short
DATE,What date is the company anniversary? Provide a date.,['Date'],The companys anniversary is on March 30 2019,explanatory,short
DATE,What date is the company anniversary? Provide a date.,['Date'],The companys anniversary is in January,annoyed,short
DATE,What date is the conference taking place? Provide a date.,['Date'],The conference is taking place on November 20th,annoyed,short
DATE,What date is the contract renewal due? Provide a date.,['Date'],The contract renewal is due on December 31 2018,verbose,short
DATE,What date is the contract renewal due? Provide a date.,['Date'],The contract renewal is due on March 31 2019,concise,short
DATE,What date is the contract renewal due? Provide a date.,['Date'],The contract renewal is due on March 30 2020,colloquial,short
DATE,What date is the contract renewal due? Provide a date.,['Date'],The contract renewal is due on December 31 2018,explanatory,short
DATE,What date is the contract renewal due? Provide a date.,['Date'],The contract renewal is due on January 1 2019,annoyed,short
DATE,What date is the deadline for submitting feedback? Provide a date.,['Date'],The deadline for submitting feedback is May 1,annoyed,short
DATE,What date is the next board meeting scheduled for? Provide a date.,['Date'],The next board meeting is on Thursday,verbose,short
DATE,What date is the next board meeting scheduled for? Provide a date.,['Date'],The next board meeting is scheduled for Thursday,colloquial,short
DATE,What date is the next scheduled backup? Provide a date.,['Date'],The next backup will be on December 31st,verbose,short
DATE,What date is the next scheduled backup? Provide a date.,['Date'],The next backup will be on Friday,colloquial,short
DATE,What date is the next scheduled backup? Provide a date.,['Date'],The next backup will be on January 1 2020,explanatory,short
DATE,What date is the next scheduled backup? Provide a date.,['Date'],The next backup will be on January 1st,annoyed,short
DATE,What date is the next staff meeting? Provide a date.,['Date'],The next staff meeting will be held on Friday,colloquial,short
DATE,What date is your next review scheduled? Provide a date.,['Date'],Im scheduled to review the next review on Friday,concise,short
DATE,What date is your next review scheduled? Provide a date.,['Date'],Im scheduled to review a book on Thursday,colloquial,short
DATE,What date is your next review scheduled? Provide a date.,['Date'],The next review will be on Friday,explanatory,short
DATE,What date is your next review scheduled? Provide a date.,['Date'],Im scheduled to review my next review on Thursday,annoyed,short
DATE,What date should we schedule the site visit? Provide a date.,['Date'],We should schedule the visit on Friday,verbose,short
DATE,What date should we schedule the site visit? Provide a date.,['Date'],We should schedule a visit on Friday,concise,short
DATE,What date should we schedule the site visit? Provide a date.,['Date'],We should schedule the site visit on Friday,colloquial,short
DATE,What date should we schedule the site visit? Provide a date.,['Date'],We should schedule the visit on Friday,explanatory,short
DATE,What date should we schedule the site visit? Provide a date.,['Date'],We need to schedule a visit on Friday,annoyed,short
DATE,What date was the infrastructure upgrade completed? Provide a date.,['Date'],The upgrade was completed on December 31 2001,verbose,short
DATE,What date was the infrastructure upgrade completed? Provide a date.,['Date'],The upgrade was completed on December 30 2017,concise,short
DATE,What date was the infrastructure upgrade completed? Provide a date.,['Date'],The upgrade was completed on December 1 2001,colloquial,short
DATE,What date was the infrastructure upgrade completed? Provide a date.,['Date'],The upgrade was completed on December 31 2016,explanatory,short
DATE,What date was the infrastructure upgrade completed? Provide a date.,['Date'],The upgrade was completed on March 1 2001,annoyed,short
DATE,What date was the system architecture documented? Provide a date.,['Date'],The system architecture was documented in 1998,verbose,short
DATE,What date was the system architecture documented? Provide a date.,['Date'],The system architecture was documented in 2001,explanatory,short
DATE,What date was the system architecture documented? Provide a date.,['Date'],The system architecture was documented in 2001,annoyed,short
DATE,What date will the system go live? Provide a date.,['Date'],The system will go live on November 1 2020,verbose,short
DATE,What date will the system go live? Provide a date.,['Date'],The system will go live on March 31 2020,concise,short
DATE,What date will the system go live? Provide a date.,['Date'],The system will go live on April 1 2020,colloquial,short
DATE,What date will the system go live? Provide a date.,['Date'],The system will go live on April 1 2020,explanatory,short
DATE,What date will the system go live? Provide a date.,['Date'],The system will go live on January 1 2020,annoyed,short
DATE,What is the date of the next billing cycle? Provide a date.,['Date'],The next billing cycle will start on January 1st,colloquial,short
DATE,What is the date of the next code review? Provide a date.,['Date'],The next code review will be on January 30 2020,annoyed,short
